"","X","t","n"
"18401",18401,"2009-03-09 08:00:00",13
"18402",18402,"2009-03-09 09:00:00",16
"18403",18403,"2009-03-09 10:00:00",21
"18404",18404,"2009-03-09 11:00:00",19
"18405",18405,"2009-03-09 12:00:00",19
"18406",18406,"2009-03-09 13:00:00",19
"18407",18407,"2009-03-09 14:00:00",11
"18408",18408,"2009-03-09 15:00:00",16
"18409",18409,"2009-03-09 16:00:00",15
"18410",18410,"2009-03-09 17:00:00",24
"18411",18411,"2009-03-09 18:00:00",15
"18412",18412,"2009-03-09 19:00:00",17
"18413",18413,"2009-03-09 20:00:00",14
"18414",18414,"2009-03-09 21:00:00",11
"18415",18415,"2009-03-09 22:00:00",23
"18416",18416,"2009-03-09 23:00:00",10
"18417",18417,"2009-03-10 00:00:00",21
"18418",18418,"2009-03-10 01:00:00",7
"18419",18419,"2009-03-10 02:00:00",6
"18420",18420,"2009-03-10 03:00:00",0
"18421",18421,"2009-03-10 04:00:00",3
"18422",18422,"2009-03-10 05:00:00",1
"18423",18423,"2009-03-10 06:00:00",9
"18424",18424,"2009-03-10 07:00:00",13
"18425",18425,"2009-03-10 08:00:00",11
"18426",18426,"2009-03-10 09:00:00",9
"18427",18427,"2009-03-10 10:00:00",8
"18428",18428,"2009-03-10 11:00:00",15
"18429",18429,"2009-03-10 12:00:00",11
"18430",18430,"2009-03-10 13:00:00",17
"18431",18431,"2009-03-10 14:00:00",24
"18432",18432,"2009-03-10 15:00:00",12
"18433",18433,"2009-03-10 16:00:00",16
"18434",18434,"2009-03-10 17:00:00",19
"18435",18435,"2009-03-10 18:00:00",20
"18436",18436,"2009-03-10 19:00:00",10
"18437",18437,"2009-03-10 20:00:00",29
"18438",18438,"2009-03-10 21:00:00",17
"18439",18439,"2009-03-10 22:00:00",2
"18440",18440,"2009-03-10 23:00:00",13
"18441",18441,"2009-03-11 00:00:00",16
"18442",18442,"2009-03-11 01:00:00",3
"18443",18443,"2009-03-11 02:00:00",3
"18444",18444,"2009-03-11 03:00:00",4
"18445",18445,"2009-03-11 04:00:00",3
"18446",18446,"2009-03-11 05:00:00",1
"18447",18447,"2009-03-11 06:00:00",6
"18448",18448,"2009-03-11 07:00:00",15
"18449",18449,"2009-03-11 08:00:00",9
"18450",18450,"2009-03-11 09:00:00",5
"18451",18451,"2009-03-11 10:00:00",13
"18452",18452,"2009-03-11 11:00:00",8
"18453",18453,"2009-03-11 12:00:00",23
"18454",18454,"2009-03-11 13:00:00",17
"18455",18455,"2009-03-11 14:00:00",14
"18456",18456,"2009-03-11 15:00:00",12
"18457",18457,"2009-03-11 16:00:00",13
"18458",18458,"2009-03-11 17:00:00",14
"18459",18459,"2009-03-11 18:00:00",14
"18460",18460,"2009-03-11 19:00:00",14
"18461",18461,"2009-03-11 20:00:00",10
"18462",18462,"2009-03-11 21:00:00",18
"18463",18463,"2009-03-11 22:00:00",20
"18464",18464,"2009-03-11 23:00:00",15
"18465",18465,"2009-03-12 00:00:00",18
"18466",18466,"2009-03-12 01:00:00",4
"18467",18467,"2009-03-12 02:00:00",5
"18468",18468,"2009-03-12 03:00:00",3
"18469",18469,"2009-03-12 04:00:00",1
"18470",18470,"2009-03-12 05:00:00",4
"18471",18471,"2009-03-12 06:00:00",7
"18472",18472,"2009-03-12 07:00:00",10
"18473",18473,"2009-03-12 08:00:00",11
"18474",18474,"2009-03-12 09:00:00",15
"18475",18475,"2009-03-12 10:00:00",30
"18476",18476,"2009-03-12 11:00:00",19
"18477",18477,"2009-03-12 12:00:00",23
"18478",18478,"2009-03-12 13:00:00",31
"18479",18479,"2009-03-12 14:00:00",22
"18480",18480,"2009-03-12 15:00:00",25
"18481",18481,"2009-03-12 16:00:00",18
"18482",18482,"2009-03-12 17:00:00",14
"18483",18483,"2009-03-12 18:00:00",24
"18484",18484,"2009-03-12 19:00:00",19
"18485",18485,"2009-03-12 20:00:00",19
"18486",18486,"2009-03-12 21:00:00",10
"18487",18487,"2009-03-12 22:00:00",7
"18488",18488,"2009-03-12 23:00:00",13
"18489",18489,"2009-03-13 00:00:00",22
"18490",18490,"2009-03-13 01:00:00",6
"18491",18491,"2009-03-13 02:00:00",16
"18492",18492,"2009-03-13 03:00:00",4
"18493",18493,"2009-03-13 04:00:00",9
"18494",18494,"2009-03-13 05:00:00",2
"18495",18495,"2009-03-13 06:00:00",3
"18496",18496,"2009-03-13 07:00:00",10
"18497",18497,"2009-03-13 08:00:00",12
"18498",18498,"2009-03-13 09:00:00",25
"18499",18499,"2009-03-13 10:00:00",15
"18500",18500,"2009-03-13 11:00:00",17
"18501",18501,"2009-03-13 12:00:00",35
"18502",18502,"2009-03-13 13:00:00",26
"18503",18503,"2009-03-13 14:00:00",31
"18504",18504,"2009-03-13 15:00:00",26
"18505",18505,"2009-03-13 16:00:00",37
"18506",18506,"2009-03-13 17:00:00",25
"18507",18507,"2009-03-13 18:00:00",19
"18508",18508,"2009-03-13 19:00:00",11
"18509",18509,"2009-03-13 20:00:00",16
"18510",18510,"2009-03-13 21:00:00",13
"18511",18511,"2009-03-13 22:00:00",12
"18512",18512,"2009-03-13 23:00:00",15
"18513",18513,"2009-03-14 00:00:00",15
"18514",18514,"2009-03-14 01:00:00",5
"18515",18515,"2009-03-14 02:00:00",6
"18516",18516,"2009-03-14 03:00:00",1
"18517",18517,"2009-03-14 04:00:00",2
"18518",18518,"2009-03-14 05:00:00",1
"18519",18519,"2009-03-14 06:00:00",2
"18520",18520,"2009-03-14 07:00:00",6
"18521",18521,"2009-03-14 08:00:00",13
"18522",18522,"2009-03-14 09:00:00",20
"18523",18523,"2009-03-14 10:00:00",10
"18524",18524,"2009-03-14 11:00:00",36
"18525",18525,"2009-03-14 12:00:00",16
"18526",18526,"2009-03-14 13:00:00",43
"18527",18527,"2009-03-14 14:00:00",46
"18528",18528,"2009-03-14 15:00:00",17
"18529",18529,"2009-03-14 16:00:00",10
"18530",18530,"2009-03-14 17:00:00",19
"18531",18531,"2009-03-14 18:00:00",14
"18532",18532,"2009-03-14 19:00:00",19
"18533",18533,"2009-03-14 20:00:00",13
"18534",18534,"2009-03-14 21:00:00",16
"18535",18535,"2009-03-14 22:00:00",21
"18536",18536,"2009-03-14 23:00:00",13
"18537",18537,"2009-03-15 00:00:00",17
"18538",18538,"2009-03-15 01:00:00",7
"18539",18539,"2009-03-15 02:00:00",3
"18540",18540,"2009-03-15 03:00:00",4
"18541",18541,"2009-03-15 04:00:00",4
"18542",18542,"2009-03-15 05:00:00",3
"18543",18543,"2009-03-15 06:00:00",4
"18544",18544,"2009-03-15 07:00:00",4
"18545",18545,"2009-03-15 08:00:00",7
"18546",18546,"2009-03-15 09:00:00",8
"18547",18547,"2009-03-15 10:00:00",14
"18548",18548,"2009-03-15 11:00:00",21
"18549",18549,"2009-03-15 12:00:00",35
"18550",18550,"2009-03-15 13:00:00",16
"18551",18551,"2009-03-15 14:00:00",15
"18552",18552,"2009-03-15 15:00:00",5
"18553",18553,"2009-03-15 16:00:00",16
"18554",18554,"2009-03-15 17:00:00",23
"18555",18555,"2009-03-15 18:00:00",19
"18556",18556,"2009-03-15 19:00:00",17
"18557",18557,"2009-03-15 20:00:00",13
"18558",18558,"2009-03-15 21:00:00",20
"18559",18559,"2009-03-15 22:00:00",21
"18560",18560,"2009-03-15 23:00:00",16
"18561",18561,"2009-03-16 00:00:00",31
"18562",18562,"2009-03-16 01:00:00",9
"18563",18563,"2009-03-16 02:00:00",3
"18564",18564,"2009-03-16 03:00:00",4
"18565",18565,"2009-03-16 04:00:00",6
"18566",18566,"2009-03-16 05:00:00",3
"18567",18567,"2009-03-16 06:00:00",9
"18568",18568,"2009-03-16 07:00:00",8
"18569",18569,"2009-03-16 08:00:00",14
"18570",18570,"2009-03-16 09:00:00",20
"18571",18571,"2009-03-16 10:00:00",18
"18572",18572,"2009-03-16 11:00:00",16
"18573",18573,"2009-03-16 12:00:00",25
"18574",18574,"2009-03-16 13:00:00",19
"18575",18575,"2009-03-16 14:00:00",17
"18576",18576,"2009-03-16 15:00:00",21
"18577",18577,"2009-03-16 16:00:00",17
"18578",18578,"2009-03-16 17:00:00",20
"18579",18579,"2009-03-16 18:00:00",25
"18580",18580,"2009-03-16 19:00:00",27
"18581",18581,"2009-03-16 20:00:00",31
"18582",18582,"2009-03-16 21:00:00",16
"18583",18583,"2009-03-16 22:00:00",16
"18584",18584,"2009-03-16 23:00:00",14
"18585",18585,"2009-03-17 00:00:00",31
"18586",18586,"2009-03-17 01:00:00",7
"18587",18587,"2009-03-17 02:00:00",2
"18588",18588,"2009-03-17 03:00:00",4
"18589",18589,"2009-03-17 04:00:00",2
"18590",18590,"2009-03-17 05:00:00",1
"18591",18591,"2009-03-17 06:00:00",7
"18592",18592,"2009-03-17 07:00:00",14
"18593",18593,"2009-03-17 08:00:00",27
"18594",18594,"2009-03-17 09:00:00",15
"18595",18595,"2009-03-17 10:00:00",30
"18596",18596,"2009-03-17 11:00:00",28
"18597",18597,"2009-03-17 12:00:00",25
"18598",18598,"2009-03-17 13:00:00",24
"18599",18599,"2009-03-17 14:00:00",22
"18600",18600,"2009-03-17 15:00:00",39
"18601",18601,"2009-03-17 16:00:00",24
"18602",18602,"2009-03-17 17:00:00",27
"18603",18603,"2009-03-17 18:00:00",19
"18604",18604,"2009-03-17 19:00:00",22
"18605",18605,"2009-03-17 20:00:00",30
"18606",18606,"2009-03-17 21:00:00",17
"18607",18607,"2009-03-17 22:00:00",30
"18608",18608,"2009-03-17 23:00:00",9
"18609",18609,"2009-03-18 00:00:00",31
"18610",18610,"2009-03-18 01:00:00",11
"18611",18611,"2009-03-18 02:00:00",7
"18612",18612,"2009-03-18 03:00:00",1
"18613",18613,"2009-03-18 04:00:00",1
"18614",18614,"2009-03-18 05:00:00",5
"18615",18615,"2009-03-18 06:00:00",6
"18616",18616,"2009-03-18 07:00:00",14
"18617",18617,"2009-03-18 08:00:00",16
"18618",18618,"2009-03-18 09:00:00",17
"18619",18619,"2009-03-18 10:00:00",38
"18620",18620,"2009-03-18 11:00:00",35
"18621",18621,"2009-03-18 12:00:00",37
"18622",18622,"2009-03-18 13:00:00",34
"18623",18623,"2009-03-18 14:00:00",27
"18624",18624,"2009-03-18 15:00:00",36
"18625",18625,"2009-03-18 16:00:00",15
"18626",18626,"2009-03-18 17:00:00",27
"18627",18627,"2009-03-18 18:00:00",10
"18628",18628,"2009-03-18 19:00:00",38
"18629",18629,"2009-03-18 20:00:00",21
"18630",18630,"2009-03-18 21:00:00",29
"18631",18631,"2009-03-18 22:00:00",10
"18632",18632,"2009-03-18 23:00:00",23
"18633",18633,"2009-03-19 00:00:00",35
"18634",18634,"2009-03-19 01:00:00",9
"18635",18635,"2009-03-19 02:00:00",0
"18636",18636,"2009-03-19 03:00:00",4
"18637",18637,"2009-03-19 04:00:00",2
"18638",18638,"2009-03-19 05:00:00",5
"18639",18639,"2009-03-19 06:00:00",2
"18640",18640,"2009-03-19 07:00:00",11
"18641",18641,"2009-03-19 08:00:00",21
"18642",18642,"2009-03-19 09:00:00",19
"18643",18643,"2009-03-19 10:00:00",19
"18644",18644,"2009-03-19 11:00:00",37
"18645",18645,"2009-03-19 12:00:00",44
"18646",18646,"2009-03-19 13:00:00",27
"18647",18647,"2009-03-19 14:00:00",28
"18648",18648,"2009-03-19 15:00:00",35
"18649",18649,"2009-03-19 16:00:00",23
"18650",18650,"2009-03-19 17:00:00",23
"18651",18651,"2009-03-19 18:00:00",18
"18652",18652,"2009-03-19 19:00:00",22
"18653",18653,"2009-03-19 20:00:00",23
"18654",18654,"2009-03-19 21:00:00",54
"18655",18655,"2009-03-19 22:00:00",24
"18656",18656,"2009-03-19 23:00:00",37
"18657",18657,"2009-03-20 00:00:00",31
"18658",18658,"2009-03-20 01:00:00",8
"18659",18659,"2009-03-20 02:00:00",7
"18660",18660,"2009-03-20 03:00:00",3
"18661",18661,"2009-03-20 04:00:00",4
"18662",18662,"2009-03-20 05:00:00",4
"18663",18663,"2009-03-20 06:00:00",15
"18664",18664,"2009-03-20 07:00:00",17
"18665",18665,"2009-03-20 08:00:00",36
"18666",18666,"2009-03-20 09:00:00",24
"18667",18667,"2009-03-20 10:00:00",31
"18668",18668,"2009-03-20 11:00:00",21
"18669",18669,"2009-03-20 12:00:00",29
"18670",18670,"2009-03-20 13:00:00",23
"18671",18671,"2009-03-20 14:00:00",29
"18672",18672,"2009-03-20 15:00:00",39
"18673",18673,"2009-03-20 16:00:00",19
"18674",18674,"2009-03-20 17:00:00",17
"18675",18675,"2009-03-20 18:00:00",10
"18676",18676,"2009-03-20 19:00:00",11
"18677",18677,"2009-03-20 20:00:00",13
"18678",18678,"2009-03-20 21:00:00",9
"18679",18679,"2009-03-20 22:00:00",18
"18680",18680,"2009-03-20 23:00:00",18
"18681",18681,"2009-03-21 00:00:00",23
"18682",18682,"2009-03-21 01:00:00",4
"18683",18683,"2009-03-21 02:00:00",6
"18684",18684,"2009-03-21 03:00:00",5
"18685",18685,"2009-03-21 04:00:00",2
"18686",18686,"2009-03-21 05:00:00",0
"18687",18687,"2009-03-21 06:00:00",1
"18688",18688,"2009-03-21 07:00:00",4
"18689",18689,"2009-03-21 08:00:00",4
"18690",18690,"2009-03-21 09:00:00",8
"18691",18691,"2009-03-21 10:00:00",18
"18692",18692,"2009-03-21 11:00:00",14
"18693",18693,"2009-03-21 12:00:00",20
"18694",18694,"2009-03-21 13:00:00",20
"18695",18695,"2009-03-21 14:00:00",11
"18696",18696,"2009-03-21 15:00:00",19
"18697",18697,"2009-03-21 16:00:00",21
"18698",18698,"2009-03-21 17:00:00",17
"18699",18699,"2009-03-21 18:00:00",16
"18700",18700,"2009-03-21 19:00:00",13
"18701",18701,"2009-03-21 20:00:00",16
"18702",18702,"2009-03-21 21:00:00",19
"18703",18703,"2009-03-21 22:00:00",12
"18704",18704,"2009-03-21 23:00:00",11
"18705",18705,"2009-03-22 00:00:00",18
"18706",18706,"2009-03-22 01:00:00",1
"18707",18707,"2009-03-22 02:00:00",1
"18708",18708,"2009-03-22 03:00:00",4
"18709",18709,"2009-03-22 04:00:00",2
"18710",18710,"2009-03-22 05:00:00",1
"18711",18711,"2009-03-22 06:00:00",6
"18712",18712,"2009-03-22 07:00:00",7
"18713",18713,"2009-03-22 08:00:00",10
"18714",18714,"2009-03-22 09:00:00",15
"18715",18715,"2009-03-22 10:00:00",5
"18716",18716,"2009-03-22 11:00:00",16
"18717",18717,"2009-03-22 12:00:00",16
"18718",18718,"2009-03-22 13:00:00",15
"18719",18719,"2009-03-22 14:00:00",13
"18720",18720,"2009-03-22 15:00:00",17
"18721",18721,"2009-03-22 16:00:00",16
"18722",18722,"2009-03-22 17:00:00",12
"18723",18723,"2009-03-22 18:00:00",19
"18724",18724,"2009-03-22 19:00:00",18
"18725",18725,"2009-03-22 20:00:00",22
"18726",18726,"2009-03-22 21:00:00",16
"18727",18727,"2009-03-22 22:00:00",19
"18728",18728,"2009-03-22 23:00:00",10
"18729",18729,"2009-03-23 00:00:00",26
"18730",18730,"2009-03-23 01:00:00",3
"18731",18731,"2009-03-23 02:00:00",3
"18732",18732,"2009-03-23 03:00:00",4
"18733",18733,"2009-03-23 04:00:00",3
"18734",18734,"2009-03-23 05:00:00",5
"18735",18735,"2009-03-23 06:00:00",8
"18736",18736,"2009-03-23 07:00:00",9
"18737",18737,"2009-03-23 08:00:00",18
"18738",18738,"2009-03-23 09:00:00",19
"18739",18739,"2009-03-23 10:00:00",16
"18740",18740,"2009-03-23 11:00:00",28
"18741",18741,"2009-03-23 12:00:00",28
"18742",18742,"2009-03-23 13:00:00",26
"18743",18743,"2009-03-23 14:00:00",22
"18744",18744,"2009-03-23 15:00:00",23
"18745",18745,"2009-03-23 16:00:00",25
"18746",18746,"2009-03-23 17:00:00",35
"18747",18747,"2009-03-23 18:00:00",31
"18748",18748,"2009-03-23 19:00:00",37
"18749",18749,"2009-03-23 20:00:00",31
"18750",18750,"2009-03-23 21:00:00",23
"18751",18751,"2009-03-23 22:00:00",19
"18752",18752,"2009-03-23 23:00:00",12
"18753",18753,"2009-03-24 00:00:00",39
"18754",18754,"2009-03-24 01:00:00",10
"18755",18755,"2009-03-24 02:00:00",5
"18756",18756,"2009-03-24 03:00:00",1
"18757",18757,"2009-03-24 04:00:00",1
"18758",18758,"2009-03-24 05:00:00",3
"18759",18759,"2009-03-24 06:00:00",9
"18760",18760,"2009-03-24 07:00:00",9
"18761",18761,"2009-03-24 08:00:00",8
"18762",18762,"2009-03-24 09:00:00",23
"18763",18763,"2009-03-24 10:00:00",21
"18764",18764,"2009-03-24 11:00:00",34
"18765",18765,"2009-03-24 12:00:00",24
"18766",18766,"2009-03-24 13:00:00",19
"18767",18767,"2009-03-24 14:00:00",26
"18768",18768,"2009-03-24 15:00:00",22
"18769",18769,"2009-03-24 16:00:00",24
"18770",18770,"2009-03-24 17:00:00",22
"18771",18771,"2009-03-24 18:00:00",21
"18772",18772,"2009-03-24 19:00:00",21
"18773",18773,"2009-03-24 20:00:00",23
"18774",18774,"2009-03-24 21:00:00",21
"18775",18775,"2009-03-24 22:00:00",17
"18776",18776,"2009-03-24 23:00:00",9
"18777",18777,"2009-03-25 00:00:00",26
"18778",18778,"2009-03-25 01:00:00",20
"18779",18779,"2009-03-25 02:00:00",3
"18780",18780,"2009-03-25 03:00:00",2
"18781",18781,"2009-03-25 04:00:00",3
"18782",18782,"2009-03-25 05:00:00",6
"18783",18783,"2009-03-25 06:00:00",4
"18784",18784,"2009-03-25 07:00:00",13
"18785",18785,"2009-03-25 08:00:00",24
"18786",18786,"2009-03-25 09:00:00",32
"18787",18787,"2009-03-25 10:00:00",40
"18788",18788,"2009-03-25 11:00:00",27
"18789",18789,"2009-03-25 12:00:00",34
"18790",18790,"2009-03-25 13:00:00",28
"18791",18791,"2009-03-25 14:00:00",27
"18792",18792,"2009-03-25 15:00:00",25
"18793",18793,"2009-03-25 16:00:00",33
"18794",18794,"2009-03-25 17:00:00",28
"18795",18795,"2009-03-25 18:00:00",28
"18796",18796,"2009-03-25 19:00:00",18
"18797",18797,"2009-03-25 20:00:00",16
"18798",18798,"2009-03-25 21:00:00",26
"18799",18799,"2009-03-25 22:00:00",13
"18800",18800,"2009-03-25 23:00:00",24
"18801",18801,"2009-03-26 00:00:00",30
"18802",18802,"2009-03-26 01:00:00",4
"18803",18803,"2009-03-26 02:00:00",5
"18804",18804,"2009-03-26 03:00:00",9
"18805",18805,"2009-03-26 04:00:00",2
"18806",18806,"2009-03-26 05:00:00",3
"18807",18807,"2009-03-26 06:00:00",9
