,date,frequancy
25729,1/8/2010 16:00,672
25730,1/8/2010 17:00,640
25731,1/8/2010 18:00,697
25732,1/8/2010 19:00,621
25733,1/8/2010 20:00,604
25734,1/8/2010 21:00,641
25735,1/8/2010 22:00,562
25736,1/8/2010 23:00,555
25737,1/9/2010 0:00,2284
25738,1/9/2010 1:00,394
25739,1/9/2010 2:00,327
25740,1/9/2010 3:00,200
25741,1/9/2010 4:00,116
25742,1/9/2010 5:00,112
25743,1/9/2010 6:00,119
25744,1/9/2010 7:00,202
25745,1/9/2010 8:00,286
25746,1/9/2010 9:00,345
25747,1/9/2010 10:00,483
25748,1/9/2010 11:00,515
25749,1/9/2010 12:00,640
25750,1/9/2010 13:00,565
25751,1/9/2010 14:00,630
25752,1/9/2010 15:00,581
25753,1/9/2010 16:00,575
25754,1/9/2010 17:00,608
25755,1/9/2010 18:00,626
25756,1/9/2010 19:00,764
25757,1/9/2010 20:00,714
25758,1/9/2010 21:00,692
25759,1/9/2010 22:00,625
25760,1/9/2010 23:00,502
25761,1/10/2010 0:00,2250
25762,1/10/2010 1:00,325
25763,1/10/2010 2:00,247
25764,1/10/2010 3:00,201
25765,1/10/2010 4:00,168
25766,1/10/2010 5:00,74
25767,1/10/2010 6:00,99
25768,1/10/2010 7:00,158
25769,1/10/2010 8:00,238
25770,1/10/2010 9:00,324
25771,1/10/2010 10:00,399
25772,1/10/2010 11:00,528
25773,1/10/2010 12:00,667
25774,1/10/2010 13:00,557
25775,1/10/2010 14:00,568
25776,1/10/2010 15:00,507
25777,1/10/2010 16:00,524
25778,1/10/2010 17:00,548
25779,1/10/2010 18:00,657
25780,1/10/2010 19:00,663
25781,1/10/2010 20:00,760
25782,1/10/2010 21:00,641
25783,1/10/2010 22:00,617
25784,1/10/2010 23:00,495
25785,1/11/2010 0:00,2233
25786,1/11/2010 1:00,261
25787,1/11/2010 2:00,156
25788,1/11/2010 3:00,127
25789,1/11/2010 4:00,107
25790,1/11/2010 5:00,137
25791,1/11/2010 6:00,230
25792,1/11/2010 7:00,297
25793,1/11/2010 8:00,412
25794,1/11/2010 9:00,551
25795,1/11/2010 10:00,608
25796,1/11/2010 11:00,586
25797,1/11/2010 12:00,616
25798,1/11/2010 13:00,667
25799,1/11/2010 14:00,671
25800,1/11/2010 15:00,546
25801,1/11/2010 16:00,635
25802,1/11/2010 17:00,657
25803,1/11/2010 18:00,663
25804,1/11/2010 19:00,676
25805,1/11/2010 20:00,709
25806,1/11/2010 21:00,872
25807,1/11/2010 22:00,761
25808,1/11/2010 23:00,514
25809,1/12/2010 0:00,2612
25810,1/12/2010 1:00,287
25811,1/12/2010 2:00,198
25812,1/12/2010 3:00,95
25813,1/12/2010 4:00,72
25814,1/12/2010 5:00,106
25815,1/12/2010 6:00,181
25816,1/12/2010 7:00,342
25817,1/12/2010 8:00,475
25818,1/12/2010 9:00,481
25819,1/12/2010 10:00,529
25820,1/12/2010 11:00,631
25821,1/12/2010 12:00,625
25822,1/12/2010 13:00,632
25823,1/12/2010 14:00,699
25824,1/12/2010 15:00,634
25825,1/12/2010 16:00,587
25826,1/12/2010 17:00,702
25827,1/12/2010 18:00,711
25828,1/12/2010 19:00,693
25829,1/12/2010 20:00,626
25830,1/12/2010 21:00,711
25831,1/12/2010 22:00,448
25832,1/12/2010 23:00,414
25833,1/13/2010 0:00,2445
25834,1/13/2010 1:00,247
25835,1/13/2010 2:00,167
25836,1/13/2010 3:00,102
25837,1/13/2010 4:00,90
25838,1/13/2010 5:00,142
25839,1/13/2010 6:00,225
25840,1/13/2010 7:00,334
25841,1/13/2010 8:00,505
25842,1/13/2010 9:00,595
25843,1/13/2010 10:00,652
25844,1/13/2010 11:00,678
25845,1/13/2010 12:00,673
25846,1/13/2010 13:00,644
25847,1/13/2010 14:00,619
25848,1/13/2010 15:00,700
25849,1/13/2010 16:00,605
25850,1/13/2010 17:00,620
25851,1/13/2010 18:00,611
25852,1/13/2010 19:00,733
25853,1/13/2010 20:00,843
25854,1/13/2010 21:00,688
25855,1/13/2010 22:00,719
25856,1/13/2010 23:00,649
25857,1/14/2010 0:00,2694
25858,1/14/2010 1:00,336
25859,1/14/2010 2:00,209
25860,1/14/2010 3:00,139
25861,1/14/2010 4:00,121
25862,1/14/2010 5:00,147
25863,1/14/2010 6:00,234
25864,1/14/2010 7:00,372
25865,1/14/2010 8:00,488
25866,1/14/2010 9:00,522
25867,1/14/2010 10:00,651
25868,1/14/2010 11:00,722
25869,1/14/2010 12:00,767
25870,1/14/2010 13:00,676
25871,1/14/2010 14:00,722
25872,1/14/2010 15:00,703
25873,1/14/2010 16:00,724
25874,1/14/2010 17:00,686
25875,1/14/2010 18:00,627
25876,1/14/2010 19:00,689
25877,1/14/2010 20:00,712
25878,1/14/2010 21:00,749
25879,1/14/2010 22:00,658
25880,1/14/2010 23:00,555
25881,1/15/2010 0:00,2370
25882,1/15/2010 1:00,256
25883,1/15/2010 2:00,163
25884,1/15/2010 3:00,157
25885,1/15/2010 4:00,96
25886,1/15/2010 5:00,146
25887,1/15/2010 6:00,226
25888,1/15/2010 7:00,311
25889,1/15/2010 8:00,386
25890,1/15/2010 9:00,648
25891,1/15/2010 10:00,672
25892,1/15/2010 11:00,681
25893,1/15/2010 12:00,759
25894,1/15/2010 13:00,808
25895,1/15/2010 14:00,743
25896,1/15/2010 15:00,580
25897,1/15/2010 16:00,605
25898,1/15/2010 17:00,671
25899,1/15/2010 18:00,662
25900,1/15/2010 19:00,693
25901,1/15/2010 20:00,636
25902,1/15/2010 21:00,620
25903,1/15/2010 22:00,532
25904,1/15/2010 23:00,488
25905,1/16/2010 0:00,2397
25906,1/16/2010 1:00,311
25907,1/16/2010 2:00,266
25908,1/16/2010 3:00,170
25909,1/16/2010 4:00,129
25910,1/16/2010 5:00,93
25911,1/16/2010 6:00,111
25912,1/16/2010 7:00,185
25913,1/16/2010 8:00,266
25914,1/16/2010 9:00,391
25915,1/16/2010 10:00,542
25916,1/16/2010 11:00,561
25917,1/16/2010 12:00,607
25918,1/16/2010 13:00,689
25919,1/16/2010 14:00,722
25920,1/16/2010 15:00,714
25921,1/16/2010 16:00,824
25922,1/16/2010 17:00,761
25923,1/16/2010 18:00,700
25924,1/16/2010 19:00,673
25925,1/16/2010 20:00,689
25926,1/16/2010 21:00,680
25927,1/16/2010 22:00,666
25928,1/16/2010 23:00,597
25929,1/17/2010 0:00,2783
25930,1/17/2010 1:00,358
25931,1/17/2010 2:00,325
25932,1/17/2010 3:00,205
25933,1/17/2010 4:00,113
25934,1/17/2010 5:00,78
25935,1/17/2010 6:00,67
25936,1/17/2010 7:00,129
25937,1/17/2010 8:00,231
25938,1/17/2010 9:00,311
25939,1/17/2010 10:00,471
25940,1/17/2010 11:00,484
25941,1/17/2010 12:00,753
25942,1/17/2010 13:00,778
25943,1/17/2010 14:00,900
25944,1/17/2010 15:00,840
25945,1/17/2010 16:00,684
25946,1/17/2010 17:00,682
25947,1/17/2010 18:00,944
25948,1/17/2010 19:00,831
25949,1/17/2010 20:00,832
25950,1/17/2010 21:00,770
25951,1/17/2010 22:00,653
25952,1/17/2010 23:00,577
25953,1/18/2010 0:00,2725
25954,1/18/2010 1:00,346
25955,1/18/2010 2:00,225
25956,1/18/2010 3:00,157
25957,1/18/2010 4:00,136
25958,1/18/2010 5:00,116
25959,1/18/2010 6:00,171
25960,1/18/2010 7:00,240
25961,1/18/2010 8:00,405
25962,1/18/2010 9:00,517
25963,1/18/2010 10:00,624
25964,1/18/2010 11:00,614
25965,1/18/2010 12:00,649
25966,1/18/2010 13:00,689
25967,1/18/2010 14:00,630
25968,1/18/2010 15:00,641
25969,1/18/2010 16:00,655
25970,1/18/2010 17:00,590
25971,1/18/2010 18:00,628
25972,1/18/2010 19:00,683
25973,1/18/2010 20:00,685
25974,1/18/2010 21:00,665
25975,1/18/2010 22:00,724
25976,1/18/2010 23:00,603
25977,1/19/2010 0:00,3005
25978,1/19/2010 1:00,238
25979,1/19/2010 2:00,173
25980,1/19/2010 3:00,98
25981,1/19/2010 4:00,73
25982,1/19/2010 5:00,119
25983,1/19/2010 6:00,226
25984,1/19/2010 7:00,248
25985,1/19/2010 8:00,477
25986,1/19/2010 9:00,660
25987,1/19/2010 10:00,738
25988,1/19/2010 11:00,739
25989,1/19/2010 12:00,749
25990,1/19/2010 13:00,791
25991,1/19/2010 14:00,756
25992,1/19/2010 15:00,743
25993,1/19/2010 16:00,724
25994,1/19/2010 17:00,709
25995,1/19/2010 18:00,681
25996,1/19/2010 19:00,748
25997,1/19/2010 20:00,864
25998,1/19/2010 21:00,989
25999,1/19/2010 22:00,904
26000,1/19/2010 23:00,631
26001,1/20/2010 0:00,3062
26002,1/20/2010 1:00,317
26003,1/20/2010 2:00,261
26004,1/20/2010 3:00,142
26005,1/20/2010 4:00,114
26006,1/20/2010 5:00,106
26007,1/20/2010 6:00,85
26008,1/20/2010 7:00,381
26009,1/20/2010 8:00,522
26010,1/20/2010 9:00,545
26011,1/20/2010 10:00,657
26012,1/20/2010 11:00,700
26013,1/20/2010 12:00,797
26014,1/20/2010 13:00,646
26015,1/20/2010 14:00,783
26016,1/20/2010 15:00,808
26017,1/20/2010 16:00,707
26018,1/20/2010 17:00,749
26019,1/20/2010 18:00,807
26020,1/20/2010 19:00,912
26021,1/20/2010 20:00,898
26022,1/20/2010 21:00,834
26023,1/20/2010 22:00,770
26024,1/20/2010 23:00,660
26025,1/21/2010 0:00,2896
26026,1/21/2010 1:00,379
26027,1/21/2010 2:00,217
26028,1/21/2010 3:00,106
26029,1/21/2010 4:00,79
26030,1/21/2010 5:00,119
26031,1/21/2010 6:00,258
26032,1/21/2010 7:00,345
26033,1/21/2010 8:00,482
26034,1/21/2010 9:00,536
26035,1/21/2010 10:00,599
26036,1/21/2010 11:00,619
26037,1/21/2010 12:00,759
26038,1/21/2010 13:00,718
26039,1/21/2010 14:00,732
26040,1/21/2010 15:00,722
26041,1/21/2010 16:00,706
26042,1/21/2010 17:00,771
26043,1/21/2010 18:00,781
26044,1/21/2010 19:00,907
26045,1/21/2010 20:00,861
26046,1/21/2010 21:00,1161
26047,1/21/2010 22:00,822
26048,1/21/2010 23:00,798
26049,1/22/2010 0:00,3057
26050,1/22/2010 1:00,349
26051,1/22/2010 2:00,296
26052,1/22/2010 3:00,123
26053,1/22/2010 4:00,96
26054,1/22/2010 5:00,121
26055,1/22/2010 6:00,217
26056,1/22/2010 7:00,362
26057,1/22/2010 8:00,491
26058,1/22/2010 9:00,658
26059,1/22/2010 10:00,720
26060,1/22/2010 11:00,838
26061,1/22/2010 12:00,835
26062,1/22/2010 13:00,834
26063,1/22/2010 14:00,786
26064,1/22/2010 15:00,762
26065,1/22/2010 16:00,740
26066,1/22/2010 17:00,675
26067,1/22/2010 18:00,821
26068,1/22/2010 19:00,964
26069,1/22/2010 20:00,1198
26070,1/22/2010 21:00,789
26071,1/22/2010 22:00,713
26072,1/22/2010 23:00,704
26073,1/23/2010 0:00,2704
26074,1/23/2010 1:00,366
26075,1/23/2010 2:00,242
26076,1/23/2010 3:00,192
26077,1/23/2010 4:00,97
26078,1/23/2010 5:00,107
26079,1/23/2010 6:00,115
26080,1/23/2010 7:00,227
26081,1/23/2010 8:00,368
26082,1/23/2010 9:00,497
26083,1/23/2010 10:00,540
26084,1/23/2010 11:00,729
26085,1/23/2010 12:00,752
26086,1/23/2010 13:00,670
26087,1/23/2010 14:00,699
26088,1/23/2010 15:00,671
26089,1/23/2010 16:00,662
26090,1/23/2010 17:00,650
26091,1/23/2010 18:00,658
26092,1/23/2010 19:00,694
26093,1/23/2010 20:00,829
26094,1/23/2010 21:00,793
26095,1/23/2010 22:00,685
26096,1/23/2010 23:00,640
26097,1/24/2010 0:00,3261
26098,1/24/2010 1:00,386
26099,1/24/2010 2:00,296
26100,1/24/2010 3:00,240
26101,1/24/2010 4:00,196
26102,1/24/2010 5:00,95
26103,1/24/2010 6:00,101
26104,1/24/2010 7:00,144
26105,1/24/2010 8:00,292
26106,1/24/2010 9:00,478
26107,1/24/2010 10:00,567
26108,1/24/2010 11:00,704
26109,1/24/2010 12:00,792
26110,1/24/2010 13:00,859
26111,1/24/2010 14:00,1028
26112,1/24/2010 15:00,1232
26113,1/24/2010 16:00,1119
26114,1/24/2010 17:00,1315
26115,1/24/2010 18:00,1109
26116,1/24/2010 19:00,1226
26117,1/24/2010 20:00,1718
26118,1/24/2010 21:00,1708
26119,1/24/2010 22:00,907
26120,1/24/2010 23:00,635
26121,1/25/2010 0:00,2894
26122,1/25/2010 1:00,334
26123,1/25/2010 2:00,222
26124,1/25/2010 3:00,118
26125,1/25/2010 4:00,122
26126,1/25/2010 5:00,140
26127,1/25/2010 6:00,239
26128,1/25/2010 7:00,354
26129,1/25/2010 8:00,489
26130,1/25/2010 9:00,643
26131,1/25/2010 10:00,804
26132,1/25/2010 11:00,956
26133,1/25/2010 12:00,875
26134,1/25/2010 13:00,964
26135,1/25/2010 14:00,897
26136,1/25/2010 15:00,822
26137,1/25/2010 16:00,834
26138,1/25/2010 17:00,760
26139,1/25/2010 18:00,698
26140,1/25/2010 19:00,871
26141,1/25/2010 20:00,916
26142,1/25/2010 21:00,952
26143,1/25/2010 22:00,797
26144,1/25/2010 23:00,758
26145,1/26/2010 0:00,3007
26146,1/26/2010 1:00,405
26147,1/26/2010 2:00,260
26148,1/26/2010 3:00,235
26149,1/26/2010 4:00,104
26150,1/26/2010 5:00,128
26151,1/26/2010 6:00,271
26152,1/26/2010 7:00,433
26153,1/26/2010 8:00,523
26154,1/26/2010 9:00,686
26155,1/26/2010 10:00,853
26156,1/26/2010 11:00,784
26157,1/26/2010 12:00,800
26158,1/26/2010 13:00,928
26159,1/26/2010 14:00,874
26160,1/26/2010 15:00,886
26161,1/26/2010 16:00,798
26162,1/26/2010 17:00,810
26163,1/26/2010 18:00,844
26164,1/26/2010 19:00,835
26165,1/26/2010 20:00,925
26166,1/26/2010 21:00,1074
26167,1/26/2010 22:00,1043
26168,1/26/2010 23:00,667
26169,1/27/2010 0:00,3245
26170,1/27/2010 1:00,355
26171,1/27/2010 2:00,227
26172,1/27/2010 3:00,129
26173,1/27/2010 4:00,48
26174,1/27/2010 5:00,113
26175,1/27/2010 6:00,251
26176,1/27/2010 7:00,418
26177,1/27/2010 8:00,485
26178,1/27/2010 9:00,701
26179,1/27/2010 10:00,680
26180,1/27/2010 11:00,780
26181,1/27/2010 12:00,784
26182,1/27/2010 13:00,983
26183,1/27/2010 14:00,861
26184,1/27/2010 15:00,788
26185,1/27/2010 16:00,760
26186,1/27/2010 17:00,794
26187,1/27/2010 18:00,875
26188,1/27/2010 19:00,1002
26189,1/27/2010 20:00,1133
26190,1/27/2010 21:00,941
26191,1/27/2010 22:00,828
26192,1/27/2010 23:00,893
26193,1/28/2010 0:00,3552
26194,1/28/2010 1:00,419
26195,1/28/2010 2:00,287
26196,1/28/2010 3:00,147
26197,1/28/2010 4:00,126
26198,1/28/2010 5:00,119
26199,1/28/2010 6:00,282
26200,1/28/2010 7:00,422
26201,1/28/2010 8:00,652
26202,1/28/2010 9:00,726
26203,1/28/2010 10:00,850
26204,1/28/2010 11:00,862
26205,1/28/2010 12:00,1013
26206,1/28/2010 13:00,940
26207,1/28/2010 14:00,783
26208,1/28/2010 15:00,799
26209,1/28/2010 16:00,856
26210,1/28/2010 17:00,863
26211,1/28/2010 18:00,852
26212,1/28/2010 19:00,922
26213,1/28/2010 20:00,929
26214,1/28/2010 21:00,1025
26215,1/28/2010 22:00,1000
26216,1/28/2010 23:00,940
26217,1/29/2010 0:00,3393
26218,1/29/2010 1:00,438
26219,1/29/2010 2:00,308
26220,1/29/2010 3:00,156
26221,1/29/2010 4:00,113
26222,1/29/2010 5:00,159
26223,1/29/2010 6:00,211
26224,1/29/2010 7:00,425
26225,1/29/2010 8:00,624
26226,1/29/2010 9:00,885
26227,1/29/2010 10:00,908
26228,1/29/2010 11:00,1052
26229,1/29/2010 12:00,941
26230,1/29/2010 13:00,925
26231,1/29/2010 14:00,919
26232,1/29/2010 15:00,972
26233,1/29/2010 16:00,865
26234,1/29/2010 17:00,896
26235,1/29/2010 18:00,879
26236,1/29/2010 19:00,902
26237,1/29/2010 20:00,968
26238,1/29/2010 21:00,917
26239,1/29/2010 22:00,829
26240,1/29/2010 23:00,704
26241,1/30/2010 0:00,3362
26242,1/30/2010 1:00,545
26243,1/30/2010 2:00,394
26244,1/30/2010 3:00,237
26245,1/30/2010 4:00,147
26246,1/30/2010 5:00,126
26247,1/30/2010 6:00,162
26248,1/30/2010 7:00,270
26249,1/30/2010 8:00,479
26250,1/30/2010 9:00,555
26251,1/30/2010 10:00,666
26252,1/30/2010 11:00,802
26253,1/30/2010 12:00,873
26254,1/30/2010 13:00,927
26255,1/30/2010 14:00,891
26256,1/30/2010 15:00,871
26257,1/30/2010 16:00,847
26258,1/30/2010 17:00,839
26259,1/30/2010 18:00,881
26260,1/30/2010 19:00,854
26261,1/30/2010 20:00,996
26262,1/30/2010 21:00,897
26263,1/30/2010 22:00,920
26264,1/30/2010 23:00,974
26265,1/31/2010 0:00,4475
26266,1/31/2010 1:00,585
26267,1/31/2010 2:00,450
26268,1/31/2010 3:00,390
26269,1/31/2010 4:00,228
26270,1/31/2010 5:00,146
26271,1/31/2010 6:00,141
26272,1/31/2010 7:00,177
26273,1/31/2010 8:00,317
26274,1/31/2010 9:00,498
26275,1/31/2010 10:00,676
26276,1/31/2010 11:00,823
26277,1/31/2010 12:00,850
26278,1/31/2010 13:00,887
26279,1/31/2010 14:00,780
26280,1/31/2010 15:00,813
26281,1/31/2010 16:00,858
26282,1/31/2010 17:00,1174
26283,1/31/2010 18:00,1172
26284,1/31/2010 19:00,2508
26285,1/31/2010 20:00,2497
26286,1/31/2010 21:00,2340
26287,1/31/2010 22:00,2165
26288,1/31/2010 23:00,988
